velocity_band,depth_repertoire_band,trust_classification,agent_delegation_classification,skill_read_presence_classification,readout_zone_test_result,value_hypothesis_test_result,window_count,windows_present,row_count,surface_eligible_row_count,suppressed_row_count,redacted_metric_row_count,min_cohort_size,max_cohort_size,total_cohort_rows,total_signal_count,total_attributed_signal_count,avg_attributed_signal_share,total_agent_delegation_user_rows,total_skill_read_user_rows,readiness_decisions
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,3,window_1|window_2|window_3,3,3,0,0,81,283,572,935,861,0.925386,0,0,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,3,window_1|window_2|window_3,3,3,0,0,39,162,282,412,376,0.934526,282,0,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,3,window_1|window_2|window_3,3,3,0,0,19,232,350,571,471,0.86115,350,0,PROMOTE_FOR_FOCUSED_USE_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,6982,10814,27117,109744,64348,0.582972,0,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,1362,7565,13691,73719,34365,0.5405,0,13691,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,1936,2716,6808,31684,19782,0.627315,6808,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,352,2141,3747,19790,9620,0.552724,3747,3747,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,7162,13146,32959,212008,103572,0.47948,32959,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,2005,11452,20041,182633,66701,0.365601,20041,20041,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,2353,3416,8682,19976,15695,0.786466,0,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,85,1099,1531,4209,3189,0.799289,0,1531,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,554,1019,2547,6371,4987,0.783521,2547,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,29,329,480,1301,1005,0.775075,480,480,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,914,3281,6582,18762,12386,0.659952,6582,0,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SCALE_CANDIDATE,ACCELERATION_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_OUTCOME_EVIDENCE,3,window_1|window_2|window_3,3,3,0,0,42,649,915,3143,2125,0.766984,915,915,PROMOTE_FOR_SCALE_CANDIDATE_STABILITY_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1318,2143,5268,24403,16679,0.682332,0,0,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,60,1051,1602,6507,4569,0.791603,0,1602,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,251,1050,1967,3008,2872,0.963593,0,0,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,7,15,30,34,34,1.0,30,0,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1316,2869,7010,16873,14177,0.824269,0,0,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,47,868,1237,3060,2512,0.90697,0,1237,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,3,window_1|window_2|window_3,3,0,3,3,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,3,window_1|window_2|window_3,3,0,3,3,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,3,window_1|window_2|window_3,3,0,3,3,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,50954,67141,178942,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,605,4976,8928,0,0,,0,8928,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,133,372,718,0,0,,718,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,275,697,1360,0,0,,1360,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1110,2216,5034,36261,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,39,119,251,2489,0,0.0,0,251,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2044,5201,10057,56974,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,14,2934,2995,17820,0,0.0,0,2995,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,11,25,60,371,0,0.0,60,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,104986,133281,351820,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,12,133,222,0,0,,0,222,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,75,134,319,4754,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,166954,272276,686757,0,0,,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,15776,47990,109686,0,0,,0,109686,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,15753,33208,76437,0,0,,76437,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2902,7902,18107,0,0,,18107,18107,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,39632,75013,182401,0,0,,182401,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,8566,18574,44571,0,0,,44571,44571,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,14994,19940,53235,397671,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1632,5756,12147,101317,0,0.0,0,12147,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1172,3123,6550,52022,0,0.0,6550,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,355,921,1950,14815,0,0.0,1950,1950,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1907,7822,14146,107556,0,0.0,14146,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1389,2830,6009,40913,0,0.0,6009,6009,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,22134,72817,130890,578257,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2478,49315,56811,348538,0,0.0,0,56811,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,3406,9628,18364,86085,0,0.0,18364,0,HOLD_FOR_TRUST_EVIDENCE_GAP
