velocity_band,depth_repertoire_band,trust_classification,agent_delegation_classification,skill_read_presence_classification,readout_zone_test_result,value_hypothesis_test_result,window_count,windows_present,row_count,surface_eligible_row_count,suppressed_row_count,redacted_metric_row_count,min_cohort_size,max_cohort_size,total_cohort_rows,total_signal_count,total_attributed_signal_count,avg_attributed_signal_share,total_agent_delegation_user_rows,total_skill_read_user_rows,readiness_decisions
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,7,66,99,165,0,0.0,99,99,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,529,894,1963,4058,0,0.0,1963,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,21,90,150,224,0,0.0,150,150,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,4264,19582,30102,76881,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,76,3976,4266,12492,0,0.0,0,4266,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,1179,3343,5865,14573,0,0.0,5865,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,16,819,889,2221,0,0.0,889,889,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,2494,8857,14540,33362,0,0.0,14540,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,3,window_1|window_2|window_3,3,3,0,0,30,1388,1623,3850,0,0.0,1623,1623,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,2,window_1|window_2,2,2,0,0,19,97,116,212,200,0.966292,0,116,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_1|window_2,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,2,window_2|window_3,2,0,2,2,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,9,28,37,0,0,,37,37,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_2|window_3,2,2,0,0,6,9,15,55,0,0.0,15,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,8,32,40,0,0,,40,40,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,8,41,49,0,0,,49,49,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,28,125,153,0,0,,153,153,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,6,36,42,76,0,0.0,0,42,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,5,22,27,32,0,0.0,27,27,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,6,49,55,0,0,,55,55,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,2,window_1|window_2,2,2,0,0,26,130,156,0,0,,156,156,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,1,window_1,1,1,0,0,27,27,27,40,35,0.875,0,27,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,1,window_1,1,1,0,0,14,14,14,36,32,0.888889,14,14,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,FOCUSED_EXPERT_USE,NET_NEW_OR_QUALITY_PREMIUM_CANDIDATE_REQUIRES_BUSINESS_CONTEXT,1,window_1,1,1,0,0,5,5,5,10,7,0.7,5,5,PROMOTE_FOR_FOCUSED_USE_REVIEW
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SHALLOW_ADOPTION,UNCLASSIFIED_FRICTION_INVESTIGATION,1,window_1,1,1,0,0,11,11,11,19,17,0.894737,11,0,CONTINUE_AS_SHALLOW_ADOPTION_REVIEW
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,FOCUSED_INTEGRATION,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,ATTRIBUTABLE_TRUST_SIGNAL,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_2,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_3,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
MEDIUM_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,SUPPRESSED,NO_VALUE_HYPOTHESIS,1,window_1,1,0,1,1,,,0,0,0,,0,0,HOLD_SMALL_CELL_SUPPRESSED
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,9,9,9,0,0,,9,9,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,9,9,9,33,0,0.0,9,0,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,10,10,10,109,0,0.0,10,10,HOLD_FOR_TRUST_EVIDENCE_GAP
HIGH_VELOCITY,FOCUSED_INTEGRATION,INSUFFICIENT_TRUST_EVIDENCE,AGENT_DELEGATION_REPEATED,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,6,6,6,0,0,,6,0,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,15,15,15,22,0,0.0,0,15,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_ABSENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,112,112,112,223,0,0.0,0,112,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,INTEGRATED_REPERTOIRE,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,22,22,22,32,0,0.0,22,22,HOLD_FOR_TRUST_EVIDENCE_GAP
LOW_VELOCITY,UNSTABLE_OR_INSUFFICIENT,TRUST_SIGNAL_AVAILABLE_BUT_HELD,AGENT_DELEGATION_ABSENT,SKILL_READ_ABSENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_2,1,1,0,0,8,8,8,8,0,0.0,0,0,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_PRESENT,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,8,8,8,72,0,0.0,8,8,HOLD_FOR_TRUST_EVIDENCE_GAP
MEDIUM_VELOCITY,ACTIVE_BUT_SHALLOW,TRUST_SIGNAL_WITH_ALIASING,AGENT_DELEGATION_REPEATED,SKILL_READ_PRESENT,TRUST_EVIDENCE_GAP,UNCLASSIFIED_TRUST_LOOP_INVESTIGATION,1,window_1,1,1,0,0,22,22,22,98,0,0.0,22,22,HOLD_FOR_TRUST_EVIDENCE_GAP
